BEGIN
                name                 |   str   
 Javontae Starks                     |   79.76
 Alan Emmanuel Castano               |   79.59
 Jaime Herrera                       |   79.59
 Johnny Coyle                        |   79.58
 Abraham Lopez                       |   79.54
 Aaron Green                         |   79.45
 Lennox Allen                        |   79.25
 Matthew Macklin                     |   79.19
 Omar Lamiri                         |   78.95
 Daniel Argueta                      |   78.88
 Tommy Coyle                         |   78.70
 Tepparith Kokietgym                 |   78.68
 Mzonke Fana                         |   78.50
 Mike Jimenez                        |   78.36
 Igor Ivanov                         |   78.08
 Raymond Serrano                     |   78.07
 Fedor Papazov                       |   77.95
 Thomas Williams Jr                  |   77.71
 Djamel Dahou                        |   77.54
 Marco Isaias Gonzalez               |   77.46
 Sam Eggington                       |   77.35
 Gary Salazar                        |   77.09
 Tasos Berdesis                      |   76.73
 Hernan Marquez                      |   76.69
 Alberto Mosquera                    |   76.52
 Paul Parker                         |   76.31
 Donovan Dennis                      |   75.89
 Pablo Cesar Cano                    |   75.80
 Alex De Jesus                       |   75.76
 Roberto Feliciano Bolonti           |   75.75
 Jorge Sanchez                       |   75.58
 Adrian Granados                     |   75.52
 Rick Skelton                        |   75.51
 Adam Kownacki                       |   75.43
 Oleksandr Spyrko                    |   75.30
 Ben McCulloch                       |   75.06
 Takalani Ndlovu                     |   74.95
 Adrian Granat                       |   74.79
 Paul Smith                          |   74.60
 Jorge Ortega                        |   74.57
 Mishiko Beselia                     |   74.47
 Jorge Sebastian Heiland             |   74.44
 Suriyan Sor Rungvisai               |   74.11
 Giovani Segura                      |   74.06
 Juan Carlos Salgado                 |   73.90
 Johnathon Banks                     |   73.88
 Jans Nasem Barrera                  |   73.80
 Hosea Burton                        |   73.76
 Paul Mendez                         |   73.44
 Ali Funeka                          |   73.42
 Sukhrab Shidaev                     |   73.39
 Adderrazak Houya                    |   73.35
 Alexis Santiago                     |   73.34
 Ismael Barroso                      |   73.26
 Yoshitaka Kato                      |   73.22
 Yoandris Salinas                    |   73.22
 Ali Mansour                         |   73.11
 Malcolm Klassen                     |   73.06
 Joet Gonzalez                       |   73.02
 Pawel Glazewski                     |   72.95
 Nathan Dale                         |   72.77
 Ryan Farrag                         |   72.77
 Gavin McDonnell                     |   72.72
 Jose Lopez                          |   72.67
 Steve Moxon                         |   72.66
 Vladimir Tikhonov                   |   72.62
 Jorge Luis Cota Lugo                |   72.59
 Jose Gregorio Ulrich                |   72.49
 Nick Asberry                        |   72.46
 Jhaleel Payao                       |   72.40
 Shingo Wake                         |   72.39
 Ivan Baranchyk                      |   72.32
 Medzhid Bektemirov                  |   72.26
 Brian Vera                          |   72.23
 Kim Poulsen                         |   71.92
 Anthony Flores                      |   71.86
 Jean Pierre Bauwens                 |   71.73
 Facundo Nahuel Simal                |   71.71
 Angel Acosta                        |   71.68
 Immanuel Naidjala                   |   71.65
 Moises Fuentes                      |   71.65
 Christian Esquivel                  |   71.21
 Jerwin Ancajas                      |   71.20
 Massimiliano Buccheri               |   71.09
 Edner Cherry                        |   71.07
 Marcelino Nicolas Lopez             |   71.04
 Chris Chatman                       |   71.01
 Brian Damian Chaves                 |   70.90
 Firat Arslan                        |   70.61
 Apti Ustarkhanov                    |   70.58
 Krzysztof Kopytek                   |   70.49
 Gumersindo Lucas Carrasco           |   70.49
 Eric Molina                         |   70.45
 Cristian Mijares                    |   70.11
 Samuel Vargas                       |   70.03
 Andriy Kotelnik                     |   70.02
 Stanyslav Skorokhod                 |   69.98
 Cedric Vitu                         |   69.95
 Ajose Olusegun                      |   69.92
 Jorge Rivera                        |   69.91
 Erik Bazinyan                       |   69.87
 Victor Castro                       |   69.86
 Kenichi Ogawa                       |   69.73
 Arturo Trujillo                     |   69.62
 Mohammed Kamburuta                  |   69.56
 Petr Petrov                         |   69.53
 Tim Robin Lihaug                    |   69.44
 Javier Flores                       |   69.13
 John Molina Jr                      |   69.02
 Myung Soo Sun                       |   69.01
 Jose Salgado                        |   69.00
 Bob Ajisafe                         |   68.98
 Marlon Aguas                        |   68.94
 Denkaosan Kaovichit                 |   68.91
 Francisco Rodriguez Jr              |   68.84
 Alberto Machado                     |   68.79
 Warren Fuiava                       |   68.67
 Kongfah CP Freshmart                |   68.65
 Robert Parzeczewski                 |   68.59
 Siyabonga Siyo                      |   68.31
 Oscar Negrete                       |   68.26
 Michael Seals                       |   68.20
 John Vincent Moralde                |   68.11
 Kai Kurzawa                         |   68.05
 Edison Miranda                      |   67.91
 Dennis Ceylan                       |   67.58
 Nop Kratingdaenggym                 |   67.57
 Derry Mathews                       |   67.56
 Sergio Thompson                     |   67.43
 Antonio Nieves                      |   67.34
 Raymundo Beltran                    |   67.27
 Raphael Murphy                      |   67.25
 Leonardo Anguiano                   |   67.12
 Rashidi Ellis                       |   67.06
 Evens Pierre                        |   67.04
 John Magda                          |   66.90
 John Quigley                        |   66.89
 Ebenezer Tetteh                     |   66.85
 Billi Facundo Godoy                 |   66.75
 Andrew Ruiz                         |   66.70
 Alex Guerrero                       |   66.55
 Lorenzo Villanueva                  |   66.41
 Morgan Jones                        |   66.28
 Gideon Buthelezi                    |   66.26
 Craig Kennedy                       |   66.10
 Marcos Reyes                        |   66.08
 Denton Vassell                      |   66.03
 Jackson Junior                      |   65.99
 Adrian Luciano Veron                |   65.80
 Ahmet Patterson                     |   65.74
 Izuagbe Ugonoh                      |   65.72
 Joel Tambwe Djeko                   |   65.52
 Chris Galeano                       |   65.44
 Chazz Witherspoon                   |   65.37
 Argenis Mendez                      |   64.90
 Ricardo Silva                       |   64.88
 Juan Jose Martinez                  |   64.80
 Josesito Lopez                      |   64.72
 Sho Nakazawa                        |   64.67
 Steve Lovett                        |   64.64
 Damon Jones                         |   64.59
 Adam Lopez                          |   64.58
 Abdiel Ramirez                      |   64.50
 Miguel Roman                        |   64.46
