BEGIN
                name                 |   str   
 Riccardo Lecca                      |    9.31
 Anthony Upton                       |    9.31
 Eduardo Garcia                      |    9.31
 Jacob Jacob                         |    9.29
 Paulo Manuel Ojeda                  |    9.29
 Paul Ogedengbe                      |    9.29
 Nestor Rosas                        |    9.29
 Fred Tukes                          |    9.29
 Juan Macias Montiel                 |    9.29
 Aristides Perez                     |    9.28
 Joebert Delos Reyes                 |    9.28
 Akira Tsutsumi                      |    9.27
 Diego Jesus Ponce                   |    9.27
 Jose de Jesus Macias                |    9.26
 Vislan Dalkhaev                     |    9.25
 Boris Estenfelder                   |    9.24
 Adan Morales                        |    9.24
 Hasan Karkardi                      |    9.23
 Marino Goles                        |    9.22
 Jan Holec                           |    9.22
 Jesus Arevalos                      |    9.21
 Miguel Antoine                      |    9.21
 Ruann Visser                        |    9.21
 Junior Cuadrado                     |    9.21
 Evann Sese                          |    9.20
 Jafar Mohammad                      |    9.20
 Riki Hamada                         |    9.20
 Daniel Alejandro Barroso            |    9.20
 Connor Law                          |    9.19
 Kazuya Murata                       |    9.18
 Asher Derbyshire                    |    9.18
 Carlos Ornelas                      |    9.18
 Terry Tzouramanis                   |    9.17
 Tetsu Araki                         |    9.17
 Kofi Yates                          |    9.16
 Juan Eleuterio Lencina              |    9.15
 Juan Carlos Loera                   |    9.15
 David Thomas                        |    9.15
 Alcides Alberto Juarez              |    9.15
 Yuto Shimizu                        |    9.15
 Makoto Mizoshita                    |    9.14
 Ezaya Chilufya                      |    9.14
 Danny Giebenhain                    |    9.13
 Ephraim Chauke                      |    9.13
 Ben Page                            |    9.13
 Yasunori Kishigami                  |    9.13
 Thomas Awinbono                     |    9.13
 Pablo Daniel Zamora Nievas          |    9.12
 Irving Cruz                         |    9.12
 Sam Rodriquez                       |    9.12
 Joel Larsson                        |    9.11
 Eric Diamandstein                   |    9.11
 Sanosuke Sasaki                     |    9.11
 Jason Cunningham                    |    9.11
 Gabriel Martinez                    |    9.10
 Cody Crowley                        |    9.10
 Benoit Manno                        |    9.10
 AJ Carter                           |    9.10
 Cyborg Nawatedani                   |    9.10
 Julian Gilden                       |    9.09
 Kiatchai Singwancha                 |    9.09
 Kuninobu Shimamura                  |    9.09
 Takumi Takahashi                    |    9.08
 Patricio Valentin Pitto             |    9.08
 Guillermo Osvaldo Soloppi           |    9.07
 Benjamin Simon                      |    9.07
 Shingo Kusano                       |    9.06
 Matingu Kindele                     |    9.06
 Rolando Paredes                     |    9.06
 Mohamed Merah                       |    9.06
 Alfonso Olivera                     |    9.05
 Ken Porter                          |    9.05
 Afrizal Tamboresi                   |    9.04
 Jihadt Sehan                        |    9.04
 Xhuljo Vrenozi                      |    9.04
 Fernando Paliza                     |    9.04
 Kasim Gashi                         |    9.04
 Andy Townend                        |    9.03
 Aneudy del Rosario                  |    9.03
 Robert Milewicz                     |    9.02
 Grover Young                        |    9.02
 Juan Tovar                          |    9.01
 Israel Barreras                     |    9.01
 Carlos Lopez                        |    9.00
 Juan Esquivel                       |    9.00
 Gonzalo Ezequiel Brest              |    9.00
 Karim Ouerfelli                     |    8.99
 Sammy Valentin                      |    8.99
 Bai-Thaimko Conteh                  |    8.99
 Jake Hanney                         |    8.98
 Akil Auguste                        |    8.98
 Yuto Nagano                         |    8.98
 Jose Garcia                         |    8.98
 Tomasz Duszak                       |    8.98
 Ali Salem                           |    8.98
 Jonathan Alvarez                    |    8.97
 Mohamed Kabech                      |    8.97
 Oscar Trujillo                      |    8.97
 Bruno Horacio Godoy                 |    8.96
 Shohei Fujimoto                     |    8.96
 Arbi Madaev                         |    8.96
 Johnny Michel Garcia                |    8.95
 Carlos Ruben Dario Ruiz             |    8.94
 Sandro Hernandez                    |    8.94
 Morgan Ndong Zue                    |    8.93
 Dzhabrail Muzaev                    |    8.93
 Bobby Gunn Jr.                      |    8.93
 Ismail Iliev                        |    8.93
 Victor Fonseca                      |    8.93
 Regino Canales                      |    8.92
 Ryota Ishida                        |    8.92
 Aziz Baran                          |    8.92
 Ed Fountain                         |    8.92
 Juan Villanueva                     |    8.91
 Ahror Qurbonov                      |    8.91
 Vincenzo Finiello                   |    8.91
 Lorenzo Parra II                    |    8.91
 Abraham Lopez                       |    8.90
 Sebastiaan Steen                    |    8.90
 Sam Banney                          |    8.90
 Leti Leti                           |    8.90
 Daigo Higa                          |    8.90
 Andoni Gago                         |    8.90
 Alex Torres Rynn                    |    8.89
 Seiichi Okada                       |    8.89
 Timur Zaslavskiy                    |    8.89
 Manuel Damairias Lopez              |    8.89
 Sebastian Real                      |    8.88
 Angel Tahua                         |    8.87
 Gaetano Gutta'                      |    8.87
 Hayato Kimura                       |    8.87
 Pedro Verdu                         |    8.86
 Takashi Omae                        |    8.86
 Joseph Fernandez                    |    8.85
 Jestoni Autida                      |    8.85
 Noli Morales                        |    8.85
 Ulises Perez                        |    8.84
 Robert Guerra                       |    8.83
 Yubon Kaneyama                      |    8.82
 Josefath Reyes                      |    8.82
 Fred Latham                         |    8.82
 Danny Kelly                         |    8.82
 Samir Kasmi                         |    8.82
 Kyle Jones                          |    8.81
 Prince Ndlovu                       |    8.81
 Kazunori Takayama                   |    8.81
 Aaron Lai                           |    8.81
 Frankie Filippone                   |    8.81
 Craig Willshee                      |    8.79
 Genaro Mendez                       |    8.79
 Santiago Guevara                    |    8.78
 Carlos Morales                      |    8.78
 Andrey Kalyuzhnyy                   |    8.77
 Luis Alberto Lopez                  |    8.77
 Craig Thomson                       |    8.77
 Ivan Ochoa                          |    8.77
 Arnel Tinampay                      |    8.77
 Patomsith Pathompothong             |    8.77
 Glenn Suminguit                     |    8.76
 Juan De Angel                       |    8.76
 Ippo Nishiwaki                      |    8.76
 Ricky Murphy                        |    8.76
 Tyyab Beale                         |    8.76
 Josh Frias                          |    8.75
 Juan Jesus Rivera                   |    8.74
 Oli Edwards                         |    8.74
 Rashad Karimov                      |    8.73
 Elias Araujo                        |    8.72
 Walter Tello                        |    8.71
 Thomas Brown                        |    8.71
 Haithem Laamouz                     |    8.71
 Manuel Botti                        |    8.70
 Keenan Hickman                      |    8.70
 Xolisa Magusha                      |    8.70
 Roberto Uriarte                     |    8.70
 Mykal Fox                           |    8.69
 Aji Morales                         |    8.69
 Chris Baugh                         |    8.69
 Wanik Awdijan                       |    8.69
 Yu Sumiya                           |    8.68
 Ray Ginley                          |    8.68
 Yuki Iriguchi                       |    8.67
 Nathan Carroll                      |    8.67
 Giammario Grassellini               |    8.67
 Taneal Goyco                        |    8.67
 Cesar Javier Gandara                |    8.66
 Fumiya Imafuji                      |    8.66
 Mncedi Yokose                       |    8.66
 Alberto Torres                      |    8.66
 Edgar Riovalle                      |    8.65
 Joshua Lutungulu                    |    8.65
 Luis Hinojosa                       |    8.65
 Lance Bryant                        |    8.64
 Matias Perez                        |    8.64
 Yader Cardoza                       |    8.62
 Heberto Persico                     |    8.62
 Alejandro Morales                   |    8.62
 Bubba Tuigamala                     |    8.62
 Allan Kamote                        |    8.62
 Jamie Weetch                        |    8.62
 Armin Graf                          |    8.61
 Alcides Martinez                    |    8.61
 Mike Balogun                        |    8.61
 Vahram Vardanyan                    |    8.61
 Jeremy Ouanna                       |    8.60
 Maikol Lopez                        |    8.60
 Uriel Gonzalez                      |    8.60
 Jeffery Wright                      |    8.59
 Macaulay McGowan                    |    8.59
 Evandro Cavalheiro                  |    8.58
 Roberto Pucheta Amador              |    8.58
 Ryan Smith                          |    8.58
 Azat Hovhannisyan                   |    8.57
 Gregorio Torres                     |    8.56
 Emmanuel Thompson                   |    8.56
 Mathias Jodeau                      |    8.55
 Elias Joaquino                      |    8.55
 Paddy Murphy                        |    8.55
 Daniel Adotey Allotey               |    8.54
 Jose Javier Regalado                |    8.54
 Marcos Hector Vergara               |    8.54
 Giorgi Gviniashvili                 |    8.53
 Masamine Oyama                      |    8.53
 Edwin Soto                          |    8.53
 Paul Quinn                          |    8.53
 Antonio Urista                      |    8.53
 Carlos Chavez                       |    8.53
 Quilisto Madera                     |    8.52
 Mfaume Mfaume                       |    8.52
 Declan Geraghty                     |    8.51
 Fighting Heno                       |    8.51
 Michael Landero                     |    8.51
 Samer Barakat                       |    8.51
 Mbia Kanku                          |    8.50
 James Katz                          |    8.50
 Zamir Lozano                        |    8.50
 Ezequiel Avilez                     |    8.50
 Hikaru Matsuoka                     |    8.50
 Caleb Hernandez                     |    8.50
 Javier Carrera                      |    8.50
 George Krampah                      |    8.50
 Zoltan Sera                         |    8.49
 Jesus Selig                         |    8.49
 Coty Pierson                        |    8.48
 Nicko Rivera                        |    8.47
 David Agadzhanyan                   |    8.47
 Yusuke Nakagawa                     |    8.47
 Leandro David Esperante             |    8.47
 Tyrell Wright                       |    8.47
 Matty Clarkson                      |    8.47
 Nathan French                       |    8.47
 Alexandre Gandolpho de Moura        |    8.46
 Javier Mercado                      |    8.46
 Luca Messi                          |    8.46
 Antonio Rosales                     |    8.45
 Shabani Mwampela                    |    8.45
 Zebra Mando Ssenyange               |    8.44
 Derrieck Cuevas                     |    8.44
 Mark Woolnough                      |    8.44
 Blas Miguel Martinez                |    8.44
 Luis Gonzalez                       |    8.44
 Carlos Fernando Perez Martinez      |    8.44
 Willy Velazquez                     |    8.43
 Warren Joubert                      |    8.43
 Alex Hughes                         |    8.42
 Yusuke Konno                        |    8.42
 Lavarn Harvell                      |    8.42
 Juan Gonzalez                       |    8.41
 Makoto Fuchigami                    |    8.40
 Sean Davis                          |    8.40
 Steven Hale                         |    8.40
 Mudde Ntambi Rabison                |    8.40
 Pablo David Sepulveda               |    8.39
 Todd Manuel                         |    8.39
 Milos Pantelic                      |    8.39
 Ramsey Luna                         |    8.39
 Rio Hidaka                          |    8.39
 John Mark Apolinario                |    8.39
 Olim Nazarov                        |    8.38
 Denis Farias                        |    8.38
 Carlos Rueda                        |    8.38
 Lewis Browning                      |    8.38
 Antonio Joao Bento                  |    8.38
 Ryoichi Tamura                      |    8.37
 Ramon Mascarena                     |    8.37
 Andres Garcia                       |    8.37
 Artem Merzlikin                     |    8.37
 Rakniran Muadransarakam             |    8.37
 Jhunriel Ramonal                    |    8.37
 Oliver Drusch                       |    8.36
 Alexander Cazares                   |    8.36
 Oleksiy Mazikin                     |    8.36
 Marty Gutierrez                     |    8.36
 Fernando Castaneda                  |    8.36
 Tatsuya Takahashi                   |    8.36
 Abdallah Paziwapazi                 |    8.36
 Sergey Gorokhov                     |    8.35
 Luke Sharp                          |    8.35
 Alan Isaias Luques Castillo         |    8.35
 Romeo Llacuna Jr.                   |    8.35
 Shota Kawaguchi                     |    8.35
 Ignacio Garcia                      |    8.35
 Akiyoshi Kanazawa                   |    8.35
 JK Elorde                           |    8.34
 Joe Hayes                           |    8.34
 Elieser Castillo                    |    8.34
 Alberto Herrera                     |    8.33
 Zhang Zhilei                        |    8.33
 Josh Crespo                         |    8.33
 Lamont Williams                     |    8.33
 Vartan Avetisyan                    |    8.33
 Kane Watts                          |    8.32
 Benson Mwakyembe                    |    8.31
 Dixon Flores                        |    8.31
 Salum Msabaha                       |    8.31
 Rosbel Montoya                      |    8.30
 Cody Richard                        |    8.30
 Seigo Yuri Akui                     |    8.30
 Isaiah Robinson                     |    8.29
 Luis Acevedo                        |    8.29
 Emanuele Cavallucci                 |    8.29
 Luis De la Rosa                     |    8.29
 Jesus Angel Nerio                   |    8.29
 Alex Born                           |    8.29
 Josh O'Reilly                       |    8.29
 Aaron Bobadilla                     |    8.28
 Ryuji Ikeda                         |    8.28
 Robert Beto Montoya                 |    8.28
 Jesus Bravo                         |    8.28
 Igor Nesic                          |    8.27
 Wilbert Berondo                     |    8.27
 Leron Myles                         |    8.26
 Lars Buchholz                       |    8.26
 Brett Saggs                         |    8.26
 Ashley Hill                         |    8.26
 Rasheed Lawal                       |    8.26
 Tyrone Brunson                      |    8.26
 Shoji Ebisawa                       |    8.25
 Cristian Nestor Romero              |    8.25
 Huang Fei Hu                        |    8.25
 Fumiya Akao                         |    8.25
 Radmir Akhmediyev                   |    8.25
 Joshua Pagan                        |    8.25
 Yodsingdaeng Jor Chaijinda          |    8.25
 Jason Thompson                      |    8.24
 Brandon Quarles                     |    8.24
 Hayato Enju                         |    8.24
 Ramadhani Shauri                    |    8.24
 Marlon Brown                        |    8.24
 Ernesto Ortiz                       |    8.23
 John Kenan Villaflor                |    8.23
 Salvador Hernandez                  |    8.22
 Bowyn Morgan                        |    8.22
 Rey Loreto                          |    8.22
 Marcos Jesus Cornejo                |    8.21
 Joe Amouta                          |    8.19
 Dariel Ebanks                       |    8.19
 Lolito Sonsona                      |    8.19
 Alvaro Ortiz                        |    8.18
 Tebor Brosch                        |    8.17
 Santiago Bustos                     |    8.17
 Claudio Ariel Abalos                |    8.16
 Xicotencatl Gonzalez                |    8.16
 Tsuyoshi Matsuda                    |    8.16
 Nawid Hakimsadeh                    |    8.16
 John Casado                         |    8.15
 Bai A Fu                            |    8.15
 Myron Dennis                        |    8.15
 David Basajjamivule                 |    8.14
 Marlon Paniamogan                   |    8.14
 Maksym Pedyura                      |    8.14
 Gerardo Mendez                      |    8.13
 Cosme Rivera                        |    8.13
 Ramon Hidalgo                       |    8.13
 Milos Janjanin                      |    8.13
 Stanley Wright                      |    8.12
 Tahir Thomas                        |    8.12
 James Kibazange                     |    8.12
 Adan Ortiz                          |    8.12
 Gilberto Sabu Delgado               |    8.11
 Philip Kotey                        |    8.11
 Richard Gutierrez                   |    8.11
 Brice Ritani-Coe                    |    8.10
 Jimmy Lange                         |    8.10
 Hector Carlos Santana               |    8.10
 Gabriel Gustavo Ovejero             |    8.10
 Jose Manuel Osorio                  |    8.09
 Diarh Gabutan                       |    8.09
 Arman Ovsepyan                      |    8.09
 Eduardo de la Torre                 |    8.09
 Ikki Kobayashi                      |    8.09
 Ivan Matute                         |    8.08
 Gael Haros                          |    8.08
 Darryl Cunningham                   |    8.08
 Joey Dunmoodie                      |    8.08
 Bakhtiyar Eyubov                    |    8.07
 Dominic Akinlade                    |    8.07
 Earl Strydom                        |    8.07
 Rafael Rivera                       |    8.07
 Ian Bailey                          |    8.07
 Davide Dieli                        |    8.07
 Yuta Ando                           |    8.07
 Christopher Sebire                  |    8.06
 Piero Aponte                        |    8.06
 Alfredo Mejia                       |    8.06
 Fred Nyakesa                        |    8.05
 Lamont Singletary                   |    8.05
 Roniel Detalla                      |    8.05
 Keyn Richard Zamora                 |    8.04
 Luis Gaston Montiel                 |    8.03
 Anthony Marcial                     |    8.03
 Ferdinand Unitly                    |    8.03
 Juan Pablo La Cuadra                |    8.02
 Allen Conyers                       |    8.02
 Felipe De la Paz Teniente           |    8.01
 Paul Jennette                       |    8.01
 Charles Whittaker                   |    8.01
 Eduardo Diaz                        |    8.00
 Tony Jeter                          |    8.00
 Juan Kantun                         |    7.99
 Prince Smalls                       |    7.99
 Marco Scafi                         |    7.99
 Luis Armando Juarez                 |    7.98
 Leandro Mendes Pinto                |    7.98
 Beau Osborne                        |    7.98
 Gaku Takahashi                      |    7.98
 Emanuele Pinzi                      |    7.97
 Carlos Alberto Chavarria            |    7.97
 Dai Davies                          |    7.96
 Jorge Gabriel Munoz                 |    7.96
 Tim Hunt                            |    7.96
 Yoshihisa Tonimura                  |    7.95
 Manuel Dionisio Echenique           |    7.95
 Takunari Yokoyama                   |    7.95
 Daniel Nava                         |    7.95
 Armando Frausto                     |    7.94
 Rafal Kaczor                        |    7.94
 Edgar Cibrian                       |    7.94
 Espinos Sabu                        |    7.93
 Shuji Hamada                        |    7.93
 Jarvis Williams                     |    7.92
 Emilio Ezequiel Zarate              |    7.91
 Raul Yu                             |    7.90
 China Smith                         |    7.89
 Yang Xing Xin                       |    7.89
 Kenichi Miyazaki                    |    7.89
 Koseki Nakama                       |    7.89
 Carlos Mena                         |    7.87
 Jesus Singwancha                    |    7.87
 Ricky Lopez                         |    7.87
 Andres Garcia                       |    7.87
 Jonson McClumpha                    |    7.87
 Seth Billups                        |    7.87
 Cristian Cabral                     |    7.87
 Alex Don                            |    7.86
 Antonio Olguin                      |    7.86
 Josip Granic                        |    7.86
 Octavio Hernandez                   |    7.86
 Grant Dennis                        |    7.86
 Jerko Galesic                       |    7.86
 Sebastian Bytyqi                    |    7.85
 Ville Piispanen                     |    7.85
 Krzysztof Szot                      |    7.85
 Henry David Polanco                 |    7.85
 Zelim Ismailov                      |    7.85
 Bogdan Protsyshyn                   |    7.84
 Beibi Berrocal                      |    7.84
 Austreberto Perez Maranon           |    7.84
 Ryuya Yamanaka                      |    7.83
 Pablo Lugo Montiel                  |    7.83
 Andrea Carbonello                   |    7.82
 Ebenezer Lantei Lamptey             |    7.82
 David Lopez                         |    7.82
 Damien Martin                       |    7.81
 Mike Fowler                         |    7.81
 Abisai Mares                        |    7.81
 Edgar Jimenez                       |    7.81
 Xolani Malotana                     |    7.80
 Michael Devine                      |    7.80
 Ryusei Ishii                        |    7.80
 Jahmaine Smyle                      |    7.80
 Joaquin Chavez                      |    7.80
 Alberto Pineiro                     |    7.80
 Takehiro Shimokawara                |    7.79
 Hakim Ben Ali                       |    7.79
 George Jupp                         |    7.79
 Nelson Gulpe                        |    7.79
 Kenneth Grammer                     |    7.78
 Mathias Collados                    |    7.77
 Genki Horiuchi                      |    7.77
 Carlos Sanchez                      |    7.77
 Yokthong KKP                        |    7.76
 Sam Matkin                          |    7.76
 Yuta Nagai                          |    7.75
 Gilberto Cortez                     |    7.73
 Sergio Torres                       |    7.73
 Bright Ayala                        |    7.72
 Leonel Olvera                       |    7.72
 Tomas Urbaneja Goitia               |    7.72
 Shalva Jomardashvili                |    7.71
 Steffen Sparborth                   |    7.71
 Cory Cummings                       |    7.71
 Claudio Morroni Porto               |    7.71
 Cesar Garcia                        |    7.70
 Isaac Buitimes                      |    7.70
 Shisato Okuma                       |    7.70
 Yasuyuki Akiyama                    |    7.70
 Lester Abutan                       |    7.69
 Justo Bornilla                      |    7.69
 Hector Velazquez                    |    7.68
 Kazuki Matsuyama                    |    7.68
 Juren Labordo                       |    7.68
 Tim Riddell                         |    7.68
 Juan Pablo Lopez                    |    7.68
 Dewayne Zeigler                     |    7.67
 Rafael Castillo                     |    7.67
 Beka Lobjanidze                     |    7.66
 Mark John Yap                       |    7.66
 Jesus Quijada                       |    7.66
 Jerson Mancio                       |    7.66
 Othman Ghalem                       |    7.65
 Chase Haley                         |    7.65
 Jose Luis Castro                    |    7.65
 Ricky Dennis Pow                    |    7.64
 Jetro Pabustan                      |    7.64
 Cristian Palma                      |    7.64
 Virden Rivera                       |    7.64
 Jose Luis Rodriguez                 |    7.64
 Juan Alejo                          |    7.64
 Edgar Alarcon                       |    7.64
 Hernan Dario Millapan               |    7.63
 Juan Luis Hernandez                 |    7.63
 Momcilo Nisic                       |    7.63
 Paul Marfort                        |    7.62
 Sahlan Coral                        |    7.62
 Ricardo Galindo                     |    7.61
 Jose Medina                         |    7.61
 Ryan Kelly                          |    7.61
 Oscar Ulises Lopez                  |    7.60
 Ivan Cisneros                       |    7.60
 Lester Gonzalez                     |    7.60
 Al Rivera                           |    7.60
 Haruka Itakura                      |    7.59
 Daniele Limone                      |    7.59
 Michele Esposito                    |    7.59
 Andy Letding                        |    7.59
 Accel Sumiyoshi                     |    7.59
 Joey Montoya                        |    7.58
 Naoto Mizutani                      |    7.57
 Mark Douglas                        |    7.57
 Xola Sifama                         |    7.57
 Fernando Ramos                      |    7.56
 Peter Malakia                       |    7.56
 Jairo Aburto                        |    7.56
 Baptiste Castegnaro                 |    7.56
 Francisco Hurtado                   |    7.55
 Homero Fonseca                      |    7.55
 Erenilson Oliveira Santos           |    7.55
 Noe Robles                          |    7.55
 Hokuto Kawana                       |    7.55
 Victor Hugo Velazquez               |    7.55
 Sergei Melis                        |    7.54
 Jayvon Garnett                      |    7.53
 Edwing Davila                       |    7.53
 Alonso Melendez                     |    7.52
 Nazmi Kurteshi                      |    7.52
 Bihes Barakat                       |    7.52
 Phila Gola                          |    7.52
 Maximino Flores                     |    7.52
 Rodrigo Mejia                       |    7.52
 Nick Webb                           |    7.52
 Eamonn Magee Jnr                    |    7.52
 Ryan Lumacad                        |    7.51
 Teemu Tuominen                      |    7.51
 Kota Fukuoka                        |    7.51
 Lambert Fogoum                      |    7.51
 Gilberto Huidobro                   |    7.51
 Nikola Milacic                      |    7.50
 Albi Sadikaj                        |    7.50
 Angel Aviles                        |    7.49
 Louis King                          |    7.49
 Krishneel Mudaliar                  |    7.49
 Mike Stafford                       |    7.49
 Yuki Kubo                           |    7.48
 Frank Urquiaga                      |    7.48
 Marlos Eduardo Simoes               |    7.48
 Courtney Richards                   |    7.48
 Shi Hao Tian                        |    7.47
 Edson Eduardo Neri                  |    7.47
 Isaac Macleod                       |    7.47
 Justin Wayne Ledet                  |    7.46
 Zsolt Daranyi Jr                    |    7.46
 Cedric Patterson                    |    7.46
 Francisco Fonseca                   |    7.46
 Barnie Arguelles                    |    7.45
 Ruslan Madiev                       |    7.45
 Edgar Torres                        |    7.45
 Ryo Okayama                         |    7.44
 Alejandro Gustavo Falliga           |    7.44
 Kenneth Rivera                      |    7.44
 Rodolfo Magno                       |    7.44
 Alejandro Jimenez                   |    7.43
 Oswaldo Castro                      |    7.42
 Hiroya Yamamoto                     |    7.42
 Vusumzi Nyawusa                     |    7.41
 James Shorter                       |    7.41
 Yosuke Kirima                       |    7.41
 Alberto Morales                     |    7.41
 Luis Roberto Mato                   |    7.40
 Marcelo Ezequiel Mesa               |    7.40
 Cesar Hernan Reynoso                |    7.40
 Nate Rubin                          |    7.40
 Vuyani Kheswa                       |    7.40
 Aaron Chavers                       |    7.39
 Elmo Traya                          |    7.39
 Rolando Garza                       |    7.39
 Atif Shafiq                         |    7.38
 Kenta Takahashi                     |    7.37
 Cai Zheng Yang                      |    7.37
 Payu Sor Kulawong                   |    7.37
 Miguel Espinoza                     |    7.36
 Sharone Carter                      |    7.36
 Aghvan Alvrtsyan                    |    7.36
 David L Diaz                        |    7.35
 Jesus Larios                        |    7.35
 Gyancarlos Santos                   |    7.34
 Donald Griffin                      |    7.34
 George Michael Carman               |    7.34
 Wadi Camacho                        |    7.34
 Kenji Kubo                          |    7.33
 Hristo Yonchev                      |    7.32
 Adam Hart                           |    7.32
 Pablo Sanchez                       |    7.32
 Jepothy Heath                       |    7.31
 Jeffrey Arienza                     |    7.31
 Virgil Green                        |    7.31
 Jose Manuel Lopez Clavero           |    7.31
 Abraham Peralta                     |    7.31
 Pratap Singh                        |    7.31
 Gabriel Rodriguez                   |    7.31
 Francisco Rios                      |    7.31
 Hirotsugu Yamamoto                  |    7.30
 Yohannes Yordan                     |    7.30
 Allan Vallespin                     |    7.30
 Abraham Rodriguez                   |    7.29
 Tyler Cottrill                      |    7.29
 Koos Sibiya                         |    7.29
 Mehdi Madani                        |    7.29
 Abel Rueda                          |    7.29
 Hector Gabriel Flores               |    7.28
 Cecilio Santos                      |    7.28
 Santiago Allione                    |    7.27
 Joel Torres                         |    7.27
 Hakim Bryant                        |    7.26
 John Philip Fuentes                 |    7.26
 Rosas Julio                         |    7.25
 Timoteus Shuulula                   |    7.24
 Yassine Jaafar                      |    7.24
 Nestor Fernando garcia Reyes        |    7.24
 Mike Cook                           |    7.24
 Liam Vernon                         |    7.24
 Edwin Rodriguez                     |    7.24
 Kenya Noguchi                       |    7.24
 Leonardo Doronio                    |    7.24
 Masaya Sakamoto                     |    7.23
 Daniel Attah                        |    7.23
 Donnie Palmer                       |    7.23
 Israrullah Yaqobzai                 |    7.22
 David Toussaint                     |    7.22
 Yurii Polischuk                     |    7.21
 Emanuel Morales                     |    7.21
 Noel Harding                        |    7.21
 Oscar Amador                        |    7.21
 Naoki Mochizuki                     |    7.21
 Ricardo Roman                       |    7.21
 Brian Lobetania                     |    7.21
 Matus Babiak                        |    7.20
 Cristian Agustin Villarreal         |    7.19
 Juan Carlos Sepulveda               |    7.19
 Stevi Ongen Ferdinandus             |    7.19
 Luke Wilton                         |    7.19
 Aman Bariki                         |    7.18
 Diego Garduno                       |    7.18
 Marlon Marquez                      |    7.17
 Bilal Akkawy                        |    7.17
 Jose Silveria                       |    7.17
 Oscar Jesus Mora                    |    7.16
 Felix Lamm                          |    7.16
 Denis Pogodin                       |    7.15
 Toshio Arikawa                      |    7.15
 Otis Griffin                        |    7.14
 Donta Woods                         |    7.14
 Satohiko Haga                       |    7.14
 Abdul Tebazalwa                     |    7.14
 Chris Bautista                      |    7.14
 Alphonce Mchumiatumbo               |    7.13
 Gilberto Matheus Domingos           |    7.13
 Korobo Etto                         |    7.12
 Yorkis Grullon                      |    7.12
 David Loy                           |    7.12
 Jelani Bitoy                        |    7.11
 Ricardo Nunez                       |    7.11
 Jimboy Haya                         |    7.11
 Rafaello Sheshi                     |    7.10
 Ronelle Ferreras                    |    7.09
 Ferenc Hafner                       |    7.09
 Oscar Barajas                       |    7.09
 Luciano Randazzo                    |    7.09
 Rashid Akzhigitov                   |    7.09
 Kaichon Sor Vorapin                 |    7.08
 Aaron Hollis                        |    7.08
 Nathan McKay                        |    7.08
 Mohamad Said                        |    7.07
 Florian Montels                     |    7.07
 Onesmus Nekundi                     |    7.07
 Luis Abundis                        |    7.06
 Rizky Pratama                       |    7.06
 Christian Ariel Lopez               |    7.06
 Lauro Alcantar                      |    7.06
 Jeffrey Rosales                     |    7.05
 Gary Tapusoa                        |    7.05
 Cristiano Aoqui                     |    7.05
 Victor Longoria                     |    7.04
 Lee Glover                          |    7.04
 Jamar Freeman                       |    7.04
 Jorge Gutierrez                     |    7.03
 Jose Angel Beranza                  |    7.03
 Jeremy McCleary                     |    7.03
 Hero Tito                           |    7.03
 Lazaro Santos de Jesus              |    7.03
 Alexander Ncambinya                 |    7.03
 Sergio Carlos Santillan             |    7.02
 Yukiya Hanabusa                     |    7.02
 Christian Arvelo Segura             |    7.02
 Mohamed Ali Ouali                   |    7.02
 Lorenzo Carreon                     |    7.01
 Benny Gaxiola                       |    7.01
 Miguel A Gomez                      |    7.01
 David Galeana                       |    7.01
 Ryuta Okumura                       |    7.01
 Hakim Merzouk                       |    7.01
 Evgeny Andrianov                    |    7.01
 Harry Kontogiorgis                  |    7.01
 Yukai Sakurai                       |    7.01
 Dan Karpency                        |    7.01
 Darius Ervin                        |    7.01
 Chase Harley                        |    7.01
 Murat Arslanov                      |    7.01
 Takayuki Okumoto                    |    7.00
 Giovanni Merceron                   |    7.00
 Arlind Sulejmani                    |    7.00
 Habibu Pengo                        |    7.00
 Leonardo Esteban Gonzalez           |    7.00
 Drew Correll                        |    7.00
 Alejandro Palmero                   |    6.99
 Alexandru Adrian                    |    6.99
 Steve Belmontes                     |    6.99
 Emmanuel Quartey                    |    6.98
 Naoto Moriya                        |    6.98
 Chris Nixon                         |    6.98
 Leonardo Bruno Cicopiedi            |    6.98
 Jean Michel Hamilcaro               |    6.97
 Ciaran McVarnock                    |    6.97
 Roki Jovanovic                      |    6.97
 Laatekwei Hammond                   |    6.97
 Jaime Sandoval                      |    6.96
 Bibi Ondoua                         |    6.96
 Alfredo Olmedo                      |    6.96
 Everth Briceno                      |    6.96
 Thomas Essomba                      |    6.96
 Joey Canoy                          |    6.95
 Roberto Jose Acevedo                |    6.95
 Kevin Elliott                       |    6.95
 Vittorio Parrinello                 |    6.95
 Jacob Wooley                        |    6.95
 Diego Martin Aguilera               |    6.95
 Francis Kimani                      |    6.94
 Leonard Carrillo                    |    6.94
 Francisco Asis                      |    6.92
 Ruyman Delgado                      |    6.92
 Sinethemba Bam                      |    6.92
 Kerry Evans                         |    6.92
 Stan Williamson                     |    6.92
 Brian Morales                       |    6.92
 Gustavo Ignacio Pote                |    6.91
 Raul Casarez                        |    6.91
 Mohammed Fahim                      |    6.91
 Marcus Hall                         |    6.91
 Eusebio Acevedo                     |    6.91
 Adalberto Borquez                   |    6.90
